-15000 -10000 0
-15000 -5000 0
-15000 0.1 0
-15000 5000 0
-15000 10000 0
-10000 -10000 0
-10000 -5000 0
-10000 0.1 0
-10000 5000 0
-10000 10000 0
-5000 -10000 0
-5000 -5000 0
-5000 0.1 0
-5000 5000 0
-5000 10000 0
0 -10000 0
0 -5000 0
0 0.1 0
0 5000 0
0 10000 0
